"OPGR_ID","VONDSTNR","INHOUD","ABR_ALG","ABR_SPECSVU","AANTAL","GEWICHT","DOOSNR","LOKATIE","BEWAARD?","OPMERKING","INVDATUM","BEWAARCATEGORIE"
"CUIK3-07",171,"awh","KER","AWH",2,8,2,"3",,False,,1-10-2007,
"CUIK3-07",174,"NS","SXX","SXX",1,1,4,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",175,"awh","KER","AWH",1,5,4,"3",,False,,1-10-2007,
"CUIK3-07",176,"awg","ker","awg",1,5,2,"4",,False,,1-10-2007,
"CUIK3-07",177,"awh","KER","AWH",3,12,2,"3",,False,,1-10-2007,
"CUIK3-07",178,"awh","KER","AWH",4,6,4,"3",,False,,1-10-2007,
"CUIK3-07",179,"awh","KER","AWH",2,7,"3",,False,,1-10-2007,
"CUIK3-07",180,"awh","ker","awh",2,4,"3",,False,,1-10-2007,
"CUIK3-07",180,"NS","SXX","SXX",1,10,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",180,"SLK","MXX","SLAK",1,13,"1",,False,,1-10-2007,
"CUIK3-07",181,"awg","ker","awg",1,5,6,"4",,False,,1-10-2007,
"CUIK3-07",182,"awh","KER","AWH",1,3,2,"3",,False,,1-10-2007,
"CUIK3-07",183,"awh","KER","AWH",1,5,"3",,False,,1-10-2007,
"CUIK3-07",184,"awh","KER","AWH",1,1,6,"3",,False,,1-10-2007,
"CUIK3-07",185,"awh","KER","AWH",1,2,4,"3",,False,,1-10-2007,
"CUIK3-07",186,"awh","KER","AWH",1,3,6,"3",,False,,1-10-2007,
"CUIK3-07",187,"NS","SXX","SXX",1,7,4,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",188,"awg","ker","awg",5,65,"4",,False,,2-10-2007,
"CUIK3-07",188,"awh","KER","AWH",5,109,"3",,False,,1-10-2007,
"CUIK3-07",188,"NS","SXX","SXX",2,17,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",188,"VST","SXX","SVU",1,2,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",189,"MET","MXX","MXX",1,132,,"afgestoten",False,,1-10-2007,
"CUIK3-07",190,"awg","ker","awg",1,10,6,"4",,False,,2-10-2007,
"CUIK3-07",190,"NS","SXX","SXX",1,56,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",191,"awh","KER","AWH",1,12,6,"3",,False,,1-10-2007,
"CUIK3-07",192,"awg","ker","awg",24,749,"4",,False,,1-10-2007,
"CUIK3-07",192,"BW","KER","BOUWMAT",1,186,6,"6",,False,,1-10-2007,
"CUIK3-07",192,"MET","MXX","MXX",1,37,,"afgestoten",False,,1-10-2007,
"CUIK3-07",193,"awg","ker","awg",5,122,"4",,False,,1-10-2007,
"CUIK3-07",194,"awg","ker","awg",2,14,8,"4",,False,,1-10-2007,
"CUIK3-07",194,"awh","KER","AWH",5,102,"3",,False,,1-10-2007,
"CUIK3-07",194,"BW","KER","BOUWMAT",2,98,6,"6",,False,,1-10-2007,
"CUIK3-07",194,"NS","SXX","SXX",1,19,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",195,"awg","ker","awg",3,16,"4",,False,,2-10-2007,
"CUIK3-07",196,"awg","ker","awg",1,3,2,"4",,False,,1-10-2007,
"CUIK3-07",197,"awh","KER","AWH",2,52,6,"3",,False,,1-10-2007,
"CUIK3-07",198,"awh","KER","AW",1,8,6,"4",,False,,1-10-2007,
"CUIK3-07",199,"awh","KER","AWH",1,6,6,"3",,False,,1-10-2007,
"CUIK3-07",200,"MET","MXX","MXX",1,26,,"afgestoten",False,,1-10-2007,
"CUIK3-07",201,"NS","SXX","SXX",2,1273,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",202,"awh","ker","awh",15,75,"3",,False,,1-10-2007,
"CUIK3-07",202,"NS","SXX","SXX",5,19,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",203,"awg","ker","awg",1,8,"4",,False,,2-10-2007,
"CUIK3-07",204,"awh","ker","awh",26,120,2,"3",,False,,1-10-2007,
"CUIK3-07",205,"awg","ker","awg",1,18,4,"4",,False,,2-10-2007,
"CUIK3-07",205,"awh","ker","awh",6,19,8,"3",,False,,1-10-2007,
"CUIK3-07",206,"awg","ker","awg",2,14,9,"4",,False,,2-10-2007,
"CUIK3-07",206,"awh","ker","AWH",25,151,6,"4",,False,,2-10-2007,
"CUIK3-07",207,"awh","ker","awh",32,288,6,"3",,False,,1-10-2007,
"CUIK3-07",207,"BW","KER","BOUWMAT",2,42,6,"6",,False,,1-10-2007,
"CUIK3-07",207,"NS","SXX","SXX",1,4,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",208,"awh","ker","awh",11,82,"3",,False,,1-10-2007,
"CUIK3-07",209,"awg","ker","awg",1,7,4,"4",,False,,1-10-2007,
"CUIK3-07",209,"awh","ker","awh",7,35,8,"3",,False,,1-10-2007,
"CUIK3-07",210,"awh","KER","AWH",1,10,8,"3",,False,,1-10-2007,
"CUIK3-07",211,"awh","KER","AWH",1,23,6,"3",,False,,1-10-2007,
"CUIK3-07",212,"awg","ker","awg",1,1,2,"4",,False,,1-10-2007,
"CUIK3-07",213,"AWH","ker","AWH",1,24,8,"3",,False,,11-10-2007,
"CUIK3-07",214,"awh","KER","AWH",2,3,4,"3",,False,,1-10-2007,
"CUIK3-07",215,"awh","KER","AWH",2,16,6,"3",,False,,1-10-2007,
"CUIK3-07",216,"AWH","ker","AWH",2,20,"5",,False,,10-10-2007,
"CUIK3-07",216,"VST","SXX","SVU",1,29,8,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",218,"awg","ker","awg",1,7,8,"4",,False,,1-10-2007,
"CUIK3-07",218,"awh","KER","AWH",2,11,8,"3",,False,,1-10-2007,
"CUIK3-07",219,"awg","ker","awg",4,51,2,"4",,False,,1-10-2007,
"CUIK3-07",220,"awg","ker","awg",1,2,"4",,False,,1-10-2007,
"CUIK3-07",221,"awh","KER","AWH",2,4,8,"3",,False,,1-10-2007,
"CUIK3-07",222,"awh","ker","awh",9,37,2,"3",,False,,1-10-2007,
"CUIK3-07",223,"awh","ker","awh",11,60,6,"3",,False,,1-10-2007,
"CUIK3-07",225,"awh","ker","awh",2,59,"3",,False,,1-10-2007,
"CUIK3-07",226,"awh","KER","AWH",2,26,6,"3",,False,,1-10-2007,
"CUIK3-07",227,"awh","KER","AWH",3,25,"3",,False,,1-10-2007,
"CUIK3-07",228,"awh","KER","AWH",4,12,"8",,False,,1-10-2007,
"CUIK3-07",229,"awg","ker","awg",1,3,2,"4",,False,,1-10-2007,
"CUIK3-07",230,"awh","KER","AWH",2,6,6,"3",,False,,1-10-2007,
"CUIK3-07",231,"awg","ker","awg",1,14,8,"4",,False,,2-10-2007,
"CUIK3-07",231,"awh","ker","AWH",1,10,6,"4",,False,,2-10-2007,
"CUIK3-07",232,"MET","MXX","mfe",1,29,8,"9","naar conservering",True,,1-10-2007,"DROOG"
"CUIK3-07",233,"awg","ker","awg",2,9,6,"4",,False,,2-10-2007,
"CUIK3-07",234,"AWG","KER","AWG",3,8,6,"4",,False,,13-12-2007,
"CUIK3-07",234,"awh","ker","awh",2,14,"3",,False,,1-10-2007,
"CUIK3-07",234,"NS","SXX","SXX",2,15,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",235,"awh","ker","awh",7,31,6,"3",,False,,1-10-2007,
"CUIK3-07",235,"NS","SXX","SXX",4,50,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",236,"awg","ker","awg",1,6,6,"4",,False,,1-10-2007,
"CUIK3-07",237,"awg","ker","awg",2,14,"4",,False,,1-10-2007,
"CUIK3-07",237,"awh","ker","awh",5,57,4,"3",,False,,1-10-2007,
"CUIK3-07",238,"awh","KER","AWH",1,9,6,"3",,False,,1-10-2007,
"CUIK3-07",239,"awg","ker","awg",2,14,6,"4",,False,,1-10-2007,
"CUIK3-07",239,"BW","KER","BOUWMAT",2,57,"6",,False,,1-10-2007,
"CUIK3-07",240,"awh","ker","awh",3,13,2,"3",,False,,1-10-2007,
"CUIK3-07",241,"awg","ker","awg",1,10,6,"4",,False,,1-10-2007,
"CUIK3-07",242,"awh","ker","awh",6,39,4,"3",,False,,1-10-2007,
"CUIK3-07",243,"awh","KER","AWH",9,28,6,"3",,False,,1-10-2007,
"CUIK3-07",244,"awh","KER","AWH",8,15,8,"3",,False,,1-10-2007,
"CUIK3-07",244,"BW","KER","BOUWMAT",2,37,4,"6",,False,,1-10-2007,
"CUIK3-07",245,"VST","SXX","SVU",1,79,8,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",246,"awh","KER","AWH",2,9,8,"3",,False,,1-10-2007,
"CUIK3-07",247,"PIJP","KER","PIJP",1,17,2,"1",,False,,1-10-2007,
"CUIK3-07",248,"awg","ker","awg",1,9,2,"4",,False,,2-10-2007,
"CUIK3-07",248,"awh","ker","AWH",2,10,4,"4",,False,,2-10-2007,
"CUIK3-07",249,"awg","ker","awg",1,3,4,"4",,False,,2-10-2007,
"CUIK3-07",250,"awg","ker","awg",1,20,6,"4",,False,,2-10-2007,
"CUIK3-07",251,"awh","KER","AWH",2,15,8,"3",,False,,1-10-2007,
"CUIK3-07",252,"awg","ker","awg",4,26,6,"4",,False,,2-10-2007,
"CUIK3-07",252,"PIJP","KER","PIJP",1,5,6,"1",,False,,1-10-2007,
"CUIK3-07",253,"awg","ker","awg",2,22,6,"4",,False,,2-10-2007,
"CUIK3-07",253,"awh","ker","awh",5,29,6,"3",,False,,1-10-2007,
"CUIK3-07",254,"awg","ker","awg",5,76,6,"4",,False,,1-10-2007,
"CUIK3-07",255,"awg","ker","awg",9,191,"4",,False,,1-10-2007,
"CUIK3-07",255,"awh","ker","awh",1,41,"3",,False,,1-10-2007,
"CUIK3-07",256,"awg","ker","awg",1,29,"4",,False,,2-10-2007,
"CUIK3-07",257,"awg","ker","awg",3,75,6,"4",,False,,1-10-2007,
"CUIK3-07",258,"awh","ker","awh",3,22,6,"3",,False,,1-10-2007,
"CUIK3-07",258,"NS","SXX","SXX",1,1,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",259,"awg","ker","awg",1,7,4,"4",,False,,2-10-2007,
"CUIK3-07",260,"awh","KER","AWH",1,2,2,"3",,False,,1-10-2007,
"CUIK3-07",260,"VST","SXX","SVU",1,0,2,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",261,"awh","KER","AWH",1,3,2,"3",,False,,1-10-2007,
"CUIK3-07",262,"awh","ker","awh",7,33,8,"3",,False,,1-10-2007,
"CUIK3-07",263,"awh","KER","AWH",3,16,6,"3",,False,,1-10-2007,
"CUIK3-07",264,"awh","ker","awh",5,15,8,"3",,False,,1-10-2007,
"CUIK3-07",265,"awh","KER","AWH",1,4,2,"3",,False,,1-10-2007,
"CUIK3-07",266,"awg","ker","awg",3,17,8,"4",,False,,1-10-2007,
"CUIK3-07",266,"NS","SXX","SXX",1,4,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",267,"awh","KER","AWH",2,17,8,"3",,False,,1-10-2007,
"CUIK3-07",268,"awh","KER","AWH",16,94,6,"3",,False,,1-10-2007,
"CUIK3-07",268,"BW","KER","BOUWMAT",1,5,"6",,False,,1-10-2007,
"CUIK3-07",268,"VST","SXX","SVU",1,3,1,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",269,"awg","ker","awg",1,12,8,"4",,False,,2-10-2007,
"CUIK3-07",269,"awh","ker","AWH",3,33,"4",,False,,2-10-2007,
"CUIK3-07",270,"awh","KER","AWH",2,14,8,"3",,False,,1-10-2007,
"CUIK3-07",271,"awh","KER","AWH",1,3,8,"3",,False,,1-10-2007,
"CUIK3-07",272,"awg","ker","awg",1,7,4,"4",,False,,2-10-2007,
"CUIK3-07",273,"awh","KER","AWH",2,8,"3",,False,,1-10-2007,
"CUIK3-07",274,"awh","KER","AWH",5,16,6,"3",,False,,1-10-2007,
"CUIK3-07",275,"awh","KER","AWH",1,8,8,"3",,False,,1-10-2007,
"CUIK3-07",276,"awh","ker","awh",3,37,4,"3",,False,,1-10-2007,
"CUIK3-07",277,"awh","ker","awh",9,35,"3",,False,,1-10-2007,
"CUIK3-07",277,"VST","SXX","SVU",1,5,6,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",278,"awh","ker","AWH",5,11,5,"3",,False,,1-10-2007,
"CUIK3-07",278,"BW","KER","BOUWMAT",1,74,7,"6",,False,,1-10-2007,
"CUIK3-07",278,"NS","SXX","SXX",1,29,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",279,"awg","ker","awg",1,10,4,"4",,False,,2-10-2007,
"CUIK3-07",279,"BW","KER","BOUWMAT",1,33,4,"6",,False,,1-10-2007,
"CUIK3-07",280,"awh","KER","AWH",3,8,4,"3",,False,,1-10-2007,
"CUIK3-07",281,"awh","KER","AWH",1,6,"3",,False,,1-10-2007,
"CUIK3-07",282,"awh","KER","AWH",2,3,8,"3",,False,,1-10-2007,
"CUIK3-07",283,"awh","KER","AWH",2,18,4,"3",,False,,1-10-2007,
"CUIK3-07",284,"awh","KER","AWH",3,14,"3",,False,,1-10-2007,
"CUIK3-07",285,"awg","ker","awg",1,17,6,"4",,False,,1-10-2007,
"CUIK3-07",286,"awh","ker","awh",2,11,8,"3",,False,,1-10-2007,
"CUIK3-07",287,"awh","ker","awh",3,12,8,"3",,False,,1-10-2007,
"CUIK3-07",287,"BW","KER","BOUWMAT",1,29,6,"6",,False,,1-10-2007,
"CUIK3-07",288,"MET","MXX","MXX",3,54,8,,"afgestoten",False,,1-10-2007,
"CUIK3-07",289,"awh","KER","AWH",1,3,6,"3",,False,,1-10-2007,
"CUIK3-07",290,"awh","KER","AWH",1,2,"3",,False,,1-10-2007,
"CUIK3-07",291,"awh","KER","AWH",1,33,4,"3",,False,,1-10-2007,
"CUIK3-07",292,"awh","ker","awh",2,9,"3",,False,,1-10-2007,
"CUIK3-07",292,"BW","KER","BOUWMAT",1,12,6,"6",,False,,1-10-2007,
"CUIK3-07",293,"awh","KER","AWH",1,6,"3",,False,,1-10-2007,
"CUIK3-07",294,"awh","KER","AWH",1,1,6,"3",,False,,1-10-2007,
"CUIK3-07",295,"AWH","KER","AWG",60,210,"3",,False,,13-12-2007,
"CUIK3-07",295,"BT","OXX","OXB",40,10,"3","Van Crematie Monster",False,"zit bij aardewerkzak in",13-12-2007,
"CUIK3-07",295,"HK","OXX","oph",10,2,"1",,False,,13-12-2007,
"CUIK3-07",296,"AWH","KER","AWG",6,100,"3",,False,,13-12-2007,
"CUIK3-07",296,"HK","OXX","oph",5,1,"1",,False,,13-12-2007,
"CUIK3-07",297,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",298,"awh","KER","AWH",2,8,"3",,False,,1-10-2007,
"CUIK3-07",299,"awg","ker","awg",3,48,6,"4",,False,,1-10-2007,
"CUIK3-07",300,"awh","ker","awh",7,43,8,"3",,False,,1-10-2007,
"CUIK3-07",301,"awh","KER","AWH",27,117,"8",,False,,1-10-2007,
"CUIK3-07",301,"NS","SXX","SXX",1,294,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",302,"awh","KER","AWH",2,6,4,"3",,False,,1-10-2007,
"CUIK3-07",303,"awh","KER","AWH",2,9,4,"3",,False,,1-10-2007,
"CUIK3-07",304,"awh","KER","AWH",23,148,4,"3",,False,,1-10-2007,
"CUIK3-07",305,"awh","KER","AWH",9,52,2,"3",,False,,1-10-2007,
"CUIK3-07",305,"NS","SXX","SXX",1,92,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",306,"awh","KER","AWH",3,46,5,"3",,False,,1-10-2007,
"CUIK3-07",307,"awh","KER","AWH",2,9,4,"3",,False,,1-10-2007,
"CUIK3-07",308,"awg","ker","awg",1,15,"4",,False,,1-10-2007,
"CUIK3-07",309,"awh","KER","AWH",2,10,"3",,False,,1-10-2007,
"CUIK3-07",310,"awg","ker","awg",20,597,8,"4",,False,,1-10-2007,
"CUIK3-07",310,"BW","KER","BOUWMAT",2,148,8,"6",,False,,1-10-2007,
"CUIK3-07",311,"awg","ker","awg",1,3,2,"4",,False,,2-10-2007,
"CUIK3-07",312,"awg","ker","awg",1,6,8,"4",,False,,1-10-2007,
"CUIK3-07",312,"PIJP","KER","PIJP",1,3,2,"1",,False,,1-10-2007,
"CUIK3-07",313,"awg","ker","awg",2,4,6,"4",,False,,2-10-2007,
"CUIK3-07",313,"BT","OXX","OXB",21,181,2,"1",,False,,1-10-2007,
"CUIK3-07",313,"BW","KER","BOUWMAT",1,8,6,"6",,False,,1-10-2007,
"CUIK3-07",314,"PIJP","KER","PIJP",12,4,4,"1",,False,,1-10-2007,
"CUIK3-07",315,"awg","ker","awg",6,183,"4",,False,,1-10-2007,
"CUIK3-07",315,"BW","KER","BOUWMAT",1,105,7,"6",,False,,1-10-2007,
"CUIK3-07",316,"awg","ker","awg",1,5,"4",,False,,1-10-2007,
"CUIK3-07",316,"awh","KER","AWH",2,11,7,"3",,False,,1-10-2007,
"CUIK3-07",316,"BT","OXX","OXB",11,21,4,"1",,False,,1-10-2007,
"CUIK3-07",316,"NS","SXX","SXX",6,47,7,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",317,"awh","ker","awh",14,41,36,"3",,False,,1-10-2007,
"CUIK3-07",318,"BT","OXX","OXB",200,770,"1",,False,,1-10-2007,
"CUIK3-07",319,"AWG","ker","AWG",2,54,6,"4",,False,,1-10-2007,
"CUIK3-07",320,"awg","ker","awg",1,7,2,"4",,False,,1-10-2007,
"CUIK3-07",321,"awg","ker","awg",1,3,9,"4",,False,,1-10-2007,
"CUIK3-07",321,"awh","KER","AWH",1,111,"3",,False,,1-10-2007,
"CUIK3-07",322,"awh","KER","AWH",2,25,4,"3",,False,,1-10-2007,
"CUIK3-07",323,"awg","ker","awg",10,616,"4",,False,,1-10-2007,
"CUIK3-07",323,"BW","KER","BOUWMAT",1,28,7,"6",,False,,1-10-2007,
"CUIK3-07",323,"NS","SXX","SXX",1,27,3,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",324,"awg","ker","awg",7,113,"4",,False,,1-10-2007,
"CUIK3-07",325,"awh","ker","awh",2,13,"5",,False,,2-10-2007,
"CUIK3-07",326,"awh","ker","awh",1,5,2,"5",,False,,2-10-2007,
"CUIK3-07",327,"awh","ker","awh",1,25,6,"5",,False,,2-10-2007,
"CUIK3-07",328,"awh","ker","awh",2,17,8,"5",,False,,2-10-2007,
"CUIK3-07",329,"awh","ker","awh",1,11,6,"5",,False,,2-10-2007,
"CUIK3-07",330,"awh","ker","awh",5,43,6,"5",,False,,2-10-2007,
"CUIK3-07",331,"awg","ker","awg",1,11,6,"4",,False,,2-10-2007,
"CUIK3-07",331,"awh","ker","awh",2,7,2,"5",,False,,2-10-2007,
"CUIK3-07",331,"VST","SXX","SVU",1,6,4,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",332,"awh","ker","awh",2,14,2,"5",,False,,2-10-2007,
"CUIK3-07",332,"NS","SXX","SXX",4,28,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",333,"awg","ker","awg",1,17,2,"4",,False,,2-10-2007,
"CUIK3-07",334,"awh","ker","awh",1,35,"5",,False,,2-10-2007,
"CUIK3-07",335,"awh","ker","awh",2,4,6,"5",,False,,2-10-2007,
"CUIK3-07",336,"awh","ker","awh",12,40,"5",,False,,2-10-2007,
"CUIK3-07",337,"awh","ker","awh",16,59,"5",,False,,2-10-2007,
"CUIK3-07",338,"VST","SXX","SVU",1,3,8,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",339,"awh","ker","awh",6,24,"5",,False,,2-10-2007,
"CUIK3-07",340,"awh","ker","awh",2,13,8,"5",,False,,2-10-2007,
"CUIK3-07",341,"ZAD","OPX","OPX",7,2,2,,"afgestoten",False,,2-10-2007,
"CUIK3-07",342,"awh","ker","awh",1,3,4,"5",,False,,2-10-2007,
"CUIK3-07",343,"awh","ker","awh",3,3,8,"5",,False,,2-10-2007,
"CUIK3-07",344,"awh","ker","awh",1,4,6,"5",,False,,2-10-2007,
"CUIK3-07",345,"awh","ker","awh",2,12,"5",,False,,2-10-2007,
"CUIK3-07",346,"awh","ker","awh",12,114,8,"5",,False,,2-10-2007,
"CUIK3-07",346,"NS","SXX","SXX",1,0,6,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",347,"awh","ker","AWH",80,463,8,"5",,False,,2-10-2007,
"CUIK3-07",347,"NS","SXX","SXX",1,2,6,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",347,"VST","SXX","SVU",2,6,6,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",348,"awg","ker","awg",2,33,"4",,False,,2-10-2007,
"CUIK3-07",348,"awh","ker","awh",28,173,6,"5",,False,,2-10-2007,
"CUIK3-07",348,"BT","OXX","OXB",1,2,6,"1",,False,,2-10-2007,
"CUIK3-07",349,"awh","ker","awh",1,5,2,"5",,False,,2-10-2007,
"CUIK3-07",350,"awh","ker","awh",4,27,8,"5",,False,,2-10-2007,
"CUIK3-07",351,"HK","OXX","oph",20,,,"afgestoten",False,"MONSTER",1-10-2007,
"CUIK3-07",352,"awh","ker","awh",4,13,2,"5",,False,,2-10-2007,
"CUIK3-07",352,"NS","SXX","SXX",1,22,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",353,"awh","ker","awh",1,4,6,"5",,False,,2-10-2007,
"CUIK3-07",354,"awh","ker","awh",4,17,6,"5",,False,,2-10-2007,
"CUIK3-07",355,"awh","ker","awh",1,3,6,"5",,False,,2-10-2007,
"CUIK3-07",356,"NS","SXX","SXX",1,4,8,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",357,"awh","ker","awh",2,4,4,"5",,False,,2-10-2007,
"CUIK3-07",358,"awh","ker","awh",1,2,"5",,False,,2-10-2007,
"CUIK3-07",359,"awh","ker","awh",1,6,4,"5",,False,,2-10-2007,
"CUIK3-07",360,"awh","ker","awh",3,10,6,"5",,False,,2-10-2007,
"CUIK3-07",361,"awh","ker","awh",1,6,"5",,False,,2-10-2007,
"CUIK3-07",362,"awg","ker","awg",1,2,8,"4",,False,,2-10-2007,
"CUIK3-07",363,"awh","ker","awh",5,13,4,"5",,False,,2-10-2007,
"CUIK3-07",363,"VKL","KER","huttelm",7,47,4,"1",,False,"SB Huttenleem",2-10-2007,
"CUIK3-07",364,"awh","ker","awh",2,3,4,"5",,False,,2-10-2007,
"CUIK3-07",364,"NS","SXX","SXX",1,11,6,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",365,"awh","ker","awh",12,251,2,"5",,False,,2-10-2007,
"CUIK3-07",366,"awh","KER","AW",3,8,6,"4",,False,,2-10-2007,
"CUIK3-07",367,"awh","ker","awh",24,405,4,"5",,False,,2-10-2007,
"CUIK3-07",368,"NS","SXX","SXX",1,21,2,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",369,"VKL","KER","huttelm",13,21,"1",,False,,2-10-2007,
"CUIK3-07",370,"awh","ker","awh",2,3,6,"5",,False,,2-10-2007,
"CUIK3-07",371,"awh","ker","awh",9,65,6,"5",,False,,2-10-2007,
"CUIK3-07",372,"awh","ker","awh",10,36,"5",,False,,2-10-2007,
"CUIK3-07",372,"NS","SXX","SXX",2,10,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",373,"awh","ker","awh",6,76,2,"5",,False,,2-10-2007,
"CUIK3-07",373,"NS","SXX","SXX",1,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",374,"VKL","KER","huttelm",1,5,4,"1",,False,,2-10-2007,
"CUIK3-07",375,"awh","ker","awh",1,8,2,"5",,False,,2-10-2007,
"CUIK3-07",376,"awh","ker","awh",3,27,2,"8",,False,,2-10-2007,
"CUIK3-07",377,"awh","ker","awh",1,3,4,"5",,False,,2-10-2007,
"CUIK3-07",378,"awh","ker","awh",2,8,"5",,False,,2-10-2007,
"CUIK3-07",379,"awh","ker","awh",1,2,8,"5",,False,,2-10-2007,
"CUIK3-07",380,"awh","ker","awh",1,3,"5",,False,,2-10-2007,
"CUIK3-07",381,"awh","ker","awh",1,10,"5",,False,,2-10-2007,
