"OPGR_ID","VONDSTNR","INHOUD","ABR_ALG","ABR_SPECSVU","AANTAL","GEWICHT","DOOSNR","LOKATIE","BEWAARD?","OPMERKING","INVDATUM","BEWAARCATEGORIE"
"CUIK3-07",382,"awh","ker","awh",1,10,"5",,False,,2-10-2007,
"CUIK3-07",382,"VKL","KER","huttelm",2,80,2,"1",,False,"SBHuttenleem",2-10-2007,
"CUIK3-07",383,"awh","ker","awh",2,11,2,"5",,False,,2-10-2007,
"CUIK3-07",384,"awg","ker","awg",6,73,2,"4",,False,,2-10-2007,
"CUIK3-07",384,"VKL","KER","huttelm",2,7,2,"1",,False,,2-10-2007,
"CUIK3-07",385,"awh","ker","awh",24,358,2,"5",,False,,2-10-2007,
"CUIK3-07",386,"awh","ker","awh",1,14,4,"5",,False,,2-10-2007,
"CUIK3-07",387,"awg","ker","awg",5,15,2,"4",,False,,2-10-2007,
"CUIK3-07",387,"awh","ker","awh",3,19,"5",,False,,2-10-2007,
"CUIK3-07",387,"MET","MXX","MXX",1,32,,"afgestoten",False,,2-10-2007,
"CUIK3-07",387,"NS","SXX","SXX",3,32,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",387,"VKL","KER","huttelm",8,62,6,"1",,False,,2-10-2007,
"CUIK3-07",387,"VST","SXX","SVU",3,45,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",388,"awg","ker","awg",1,13,6,"4",,False,,2-10-2007,
"CUIK3-07",388,"MET","MXX","MXX",2,57,4,,"afgestoten",False,,2-10-2007,
"CUIK3-07",388,"NS","SXX","SXX",10,705,2,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",389,"awg","ker","awg",1,9,4,"4",,False,,2-10-2007,
"CUIK3-07",390,"awg","ker","awg",1,7,2,"4",,False,,2-10-2007,
"CUIK3-07",391,"awg","ker","awg",3,26,6,"4",,False,,2-10-2007,
"CUIK3-07",392,"AWG","KER","AWG",2,8,"5",,False,,7-1-2008,
"CUIK3-07",392,"awh","ker","awh",2,8,"5",,False,,2-10-2007,
"CUIK3-07",392,"VKL","KER","huttelm",4,140,6,"1",,False,,2-10-2007,
"CUIK3-07",393,"awh","ker","awh",2,41,6,"5",,False,,2-10-2007,
"CUIK3-07",393,"VKL","KER","huttelm",1,18,4,"1",,False,,2-10-2007,
"CUIK3-07",394,"awg","ker","awg",9,94,2,"4",,False,,2-10-2007,
"CUIK3-07",394,"MET","MXX","MXX",1,5,2,,"afgestoten",False,,2-10-2007,
"CUIK3-07",394,"VKL","KER","huttelm",6,85,"1",,False,,2-10-2007,
"CUIK3-07",395,"awh","ker","awh",1,11,"5",,False,,2-10-2007,
"CUIK3-07",396,"awh","ker","awh",1,7,4,"5",,False,,2-10-2007,
"CUIK3-07",397,"awh","ker","awh",4,33,"5",,False,,2-10-2007,
"CUIK3-07",397,"BW","KER","BOUWMAT",2,130,8,"6",,False,,2-10-2007,
"CUIK3-07",397,"MET","MXX","MXX",1,11,,"afgestoten",False,,2-10-2007,
"CUIK3-07",398,"MET","MXX","MXX",1,14,8,,"afgestoten",False,,2-10-2007,
"CUIK3-07",398,"NS","SXX","SXX",2,153,4,"7",,False,"ONBEWERKT",2-10-2007,
"CUIK3-07",399,"awh","ker","awh",1,17,"5",,False,,2-10-2007,
"CUIK3-07",400,"awh","ker","awh",7,47,4,"5",,False,,2-10-2007,
"CUIK3-07",401,"awh","KER","AWH",1,2,"3",,False,,1-10-2007,
"CUIK3-07",402,"awg","ker","awg",1,2,2,"4",,False,,1-10-2007,
"CUIK3-07",403,"awh","KER","AWH",1,5,2,"3",,False,,1-10-2007,
"CUIK3-07",403,"VST","SXX","SVU",1,5,1,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",404,"awh","KER","AWH",6,15,6,"3",,False,,1-10-2007,
"CUIK3-07",405,"awg","ker","awg",1,19,"4",,False,,2-10-2007,
"CUIK3-07",405,"awh","KER","AWH",5,35,2,"3",,False,,1-10-2007,
"CUIK3-07",406,"awh","KER","AWH",3,9,4,"3",,False,,1-10-2007,
"CUIK3-07",407,"awh","KER","AWH",1,2,4,"3",,False,,1-10-2007,
"CUIK3-07",408,"awh","KER","AWH",2,23,6,"3",,False,,1-10-2007,
"CUIK3-07",409,"awg","ker","awg",1,8,4,"4",,False,,2-10-2007,
"CUIK3-07",409,"awh","ker","AWH",2,5,"4",,False,,2-10-2007,
"CUIK3-07",410,"awh","ker","awh",18,102,6,"3",,False,,1-10-2007,
"CUIK3-07",410,"VST","SXX","SVU",1,1,2,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",411,"MET","MXX","MXX",1,4,8,,"afgestoten",False,,1-10-2007,
"CUIK3-07",412,"awh","ker","awh",23,60,4,"3",,False,,1-10-2007,
"CUIK3-07",412,"NS","SXX","SXX",3,9,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",412,"VST","SXX","SVU",2,2,8,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",413,"awh","KER","AWH",1,4,"3",,False,,1-10-2007,
"CUIK3-07",414,"awh","KER","AWH",7,46,6,"3",,False,,1-10-2007,
"CUIK3-07",415,"awh","KER","AWH",1,6,"3",,False,,1-10-2007,
"CUIK3-07",416,"awh","KER","AWH",1,2,4,"3",,False,,1-10-2007,
"CUIK3-07",417,"awh","KER","AWH",2,20,2,"3",,False,,1-10-2007,
"CUIK3-07",418,"awh","KER","AWH",2,12,4,"3",,False,,1-10-2007,
"CUIK3-07",419,"awh","KER","AWH",1,9,4,"3",,False,,1-10-2007,
"CUIK3-07",420,"awh","KER","AWH",1,5,6,"3",,False,,1-10-2007,
"CUIK3-07",420,"NS","SXX","SXX",1,15,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",421,"AWG","KER","AWG",1,3,2,"4",,False,,1-10-2007,
"CUIK3-07",421,"awh","KER","AWH",2,22,8,"4",,False,,1-10-2007,
"CUIK3-07",422,"awh","ker","awh",12,51,4,"3",,False,,1-10-2007,
"CUIK3-07",423,"awh","KER","AWH",5,38,"3",,False,,1-10-2007,
"CUIK3-07",424,"awh","KER","AWH",6,14,4,"3",,False,,1-10-2007,
"CUIK3-07",425,"awh","KER","AWH",1,7,4,"3",,False,,1-10-2007,
"CUIK3-07",426,"awh","KER","AWH",5,20,8,"3",,False,,1-10-2007,
"CUIK3-07",426,"VST","SXX","SVU",1,8,3,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",427,"awg","ker","awg",1,13,2,"4",,False,,1-10-2007,
"CUIK3-07",427,"awh","KER","awh",8,52,5,"3",,False,,1-10-2007,
"CUIK3-07",428,"awh","KER","AWH",5,16,4,"3",,False,,1-10-2007,
"CUIK3-07",429,"awh","KER","AWH",1,2,"3",,False,,1-10-2007,
"CUIK3-07",429,"BW","KER","BOUWMAT",1,16,4,"6",,False,,1-10-2007,
"CUIK3-07",430,"awh","KER","AWH",2,29,3,"3",,False,,1-10-2007,
"CUIK3-07",431,"NS","SXX","SXX",1,692,6,"7",,False,"ARTEFACT",2-10-2007,
"CUIK3-07",432,"awh","KER","AWH",9,21,2,"3",,False,,1-10-2007,
"CUIK3-07",433,"AWG","KER","AWG",1,4,8,"4",,False,,1-10-2007,
"CUIK3-07",433,"awh","KER","AWH",2,25,2,"4",,False,,1-10-2007,
"CUIK3-07",436,"awh","KER","AWH",1,6,4,"3",,False,,1-10-2007,
"CUIK3-07",437,"KER","KER","KER",1,36,8,"8",,False,,2-10-2007,
"CUIK3-07",438,"awh","KER","AWH",7,45,"3",,False,,1-10-2007,
"CUIK3-07",439,"awh","KER","AWH",10,110,6,"3",,False,,1-10-2007,
"CUIK3-07",439,"VST","SXX","SVU",1,67,2,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",440,"NS","SXX","SXX",1,292,4,"7",,False,"ARTEFACT",2-10-2007,
"CUIK3-07",441,"awh","KER","AWH",1,18,4,"3",,False,,1-10-2007,
"CUIK3-07",442,"awh","KER","AWH",1,14,"3",,False,,1-10-2007,
"CUIK3-07",443,"awh","KER","AWH",5,130,2,"3",,False,,1-10-2007,
"CUIK3-07",444,"awh","KER","AWH",6,121,"3",,False,,1-10-2007,
"CUIK3-07",445,"awh","ker","awh",23,167,2,"3",,False,,1-10-2007,
"CUIK3-07",445,"NS","SXX","SXX",1,9,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",446,"awh","KER","AWH",1,6,"3",,False,,1-10-2007,
"CUIK3-07",447,"awh","KER","AWH",1,5,8,"3",,False,,1-10-2007,
"CUIK3-07",448,"awh","KER","AWH",3,44,"3",,False,,1-10-2007,
"CUIK3-07",449,"awh","ker","awh",5,287,"8",,False,,1-10-2007,
"CUIK3-07",451,"awg","ker","awg",1,10,"4",,False,,10-10-2007,
"CUIK3-07",452,"AWH","KER","AWH",2,24,4,"5",,False,,10-10-2007,
"CUIK3-07",453,"AWH","KER","AWH",1,5,"5",,False,,10-10-2007,
"CUIK3-07",454,"awh","KER","AWH",1,9,4,"3",,False,,1-10-2007,
"CUIK3-07",455,"awh","ker","awh",3,5,2,"5",,False,,2-10-2007,
"CUIK3-07",455,"VST","SXX","SVU",2,1,8,"1",,False,"vuursteen",2-10-2007,
"CUIK3-07",456,"awh","KER","AWH",2,11,"3",,False,,1-10-2007,
"CUIK3-07",457,"NS","SXX","SXX",1,66,4,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",457,"VST","SXX","SVU",1,38,4,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",458,"awg","ker","awg",5,74,"4",,False,,1-10-2007,
"CUIK3-07",458,"BW","KER","BOUWMAT",1,1017,2,"6",,False,,1-10-2007,
"CUIK3-07",459,"awh","KER","AWH",13,53,"3",,False,,1-10-2007,
"CUIK3-07",459,"NS","SXX","SXX",2,17,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",460,"awh","KER","AWH",1,6,9,"3",,False,,1-10-2007,
"CUIK3-07",460,"BW","KER","BOUWMAT",1,8,4,"6",,False,,1-10-2007,
"CUIK3-07",460,"NS","SXX","SXX",1,3,7,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",461,"awh","ker","awh",14,55,4,"3",,False,,1-10-2007,
"CUIK3-07",461,"VST","SXX","SVU",2,15,4,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",462,"awh","ker","awh",2,5,4,"3",,False,,1-10-2007,
"CUIK3-07",462,"NS","SXX","SXX",1,57,2,"2",,False,"ARTEFACT",1-10-2007,
"CUIK3-07",463,"awh","ker","awh",4,24,8,"3",,False,,1-10-2007,
"CUIK3-07",463,"VST","SXX","SVU",1,21,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",464,"awh","KER","AWH",4,37,8,"3",,False,,1-10-2007,
"CUIK3-07",464,"BW","KER","BOUWMAT",1,3,"6",,False,,1-10-2007,
"CUIK3-07",465,"awh","KER","AWH",3,12,6,"3",,False,,1-10-2007,
"CUIK3-07",466,"awh","KER","AWH",1,3,2,"3",,False,,1-10-2007,
"CUIK3-07",467,"awh","KER","AWH",1,0,8,"3",,False,,1-10-2007,
"CUIK3-07",468,"awh","KER","AWH",27,159,"8",,False,,1-10-2007,
"CUIK3-07",468,"NS","SXX","SXX",1,10,5,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",469,"awh","KER","AWH",1,10,6,"3",,False,,1-10-2007,
"CUIK3-07",470,"awh","ker","awh",2,4,4,"3",,False,,1-10-2007,
"CUIK3-07",471,"awg","ker","awg",1,21,8,"4",,False,,1-10-2007,
"CUIK3-07",472,"awh","ker","awh",4,5,"3",,False,,1-10-2007,
"CUIK3-07",472,"VST","SXX","SVU",1,2,6,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",473,"awh","KER","AWH",2,7,"3",,False,,1-10-2007,
"CUIK3-07",474,"awh","KER","AWH",2,8,2,"3",,False,,1-10-2007,
"CUIK3-07",475,"awh","KER","AWH",1,1,2,"3",,False,,1-10-2007,
"CUIK3-07",476,"awh","ker","awh",4,115,4,"3",,False,,1-10-2007,
"CUIK3-07",477,"awh","KER","AWH",1,5,"3",,False,,1-10-2007,
"CUIK3-07",478,"awh","KER","AWH",4,18,9,"3",,False,,1-10-2007,
"CUIK3-07",479,"AWH","ker","AWH",1,12,8,"3",,False,,11-10-2007,
"CUIK3-07",480,"awh","KER","AWH",5,11,2,"3",,False,,1-10-2007,
"CUIK3-07",480,"NS","SXX","SXX",1,6,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",480,"VST","SXX","SVU",2,0,2,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",481,"awh","KER","AWH",22,90,3,"3",,False,,1-10-2007,
"CUIK3-07",481,"KER","KER","KER",2,342,"8",,False,,1-10-2007,
"CUIK3-07",481,"NS","SXX","SXX",1,38,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",482,"NS","SXX","SXX",3,5,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",483,"awh","KER","AWH",3,29,2,"3",,False,,1-10-2007,
"CUIK3-07",484,"awh","KER","AWH",1,5,"3",,False,,1-10-2007,
"CUIK3-07",485,"awg","ker","awg",2,9,8,"4",,False,,1-10-2007,
"CUIK3-07",485,"BW","KER","BOUWMAT",1,18,2,"6",,False,,1-10-2007,
"CUIK3-07",485,"MET","MXX","MXX",1,18,2,,"afgestoten",False,,1-10-2007,
"CUIK3-07",485,"NS","SXX","SXX",1,15,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",486,"awh","KER","AWH",1,3,6,"3",,False,,1-10-2007,
"CUIK3-07",487,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",488,"awh","KER","AWH",1,4,"3",,False,,1-10-2007,
"CUIK3-07",489,"awh","KER","AWH",1,4,7,"3",,False,,1-10-2007,
"CUIK3-07",490,"awh","KER","AWH",4,60,2,"8",,False,,1-10-2007,
"CUIK3-07",491,"awh","KER","AWH",2,2,6,"3",,False,,1-10-2007,
"CUIK3-07",492,"awh","KER","AWH",2,33,2,"3",,False,,1-10-2007,
"CUIK3-07",494,"NS","SXX","SXX",1,81,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",495,"awh","KER","AWH",1,3,"3",,False,,1-10-2007,
"CUIK3-07",496,"awh","KER","AWH",2,15,2,"3",,False,,1-10-2007,
"CUIK3-07",497,"awh","ker","awh",1,4,"3",,False,,1-10-2007,
"CUIK3-07",498,"awh","KER","AWH",2,2,8,"3",,False,,1-10-2007,
"CUIK3-07",499,"awh","KER","AWH",1,8,8,"3",,False,,1-10-2007,
"CUIK3-07",500,"awh","KER","AWH",3,19,2,"3",,False,,1-10-2007,
"CUIK3-07",636,"awh","ker","awh",19,95,3,"3",,False,,1-10-2007,
"CUIK3-07",636,"NS","SXX","SXX",1,90,4,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",637,"awh","KER","AWH",1,1,"3",,False,,1-10-2007,
"CUIK3-07",638,"awh","KER","AWH",2,4,4,"3",,False,,1-10-2007,
"CUIK3-07",639,"awg","ker","awg",3,7,2,"4",,False,,1-10-2007,
"CUIK3-07",639,"awh","KER","AWH",1,4,4,"3",,False,,1-10-2007,
"CUIK3-07",640,"awg","ker","awg",1,5,8,"4",,False,,2-10-2007,
"CUIK3-07",640,"awh","KER","AWH",2,4,8,"3",,False,,1-10-2007,
"CUIK3-07",641,"awh","KER","AWH",1,3,6,"3",,False,,1-10-2007,
"CUIK3-07",642,"awh","KER","AWH",1,2,4,"3",,False,,1-10-2007,
"CUIK3-07",643,"awh","KER","AWH",23,188,4,"3",,False,,1-10-2007,
"CUIK3-07",643,"NS","SXX","SXX",1,27,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",643,"VST","SXX","SVU",1,13,6,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",644,"AWG","KER","AWG",1,15,"4",,False,,1-10-2007,
"CUIK3-07",644,"awh","KER","AWH",19,110,4,"4",,False,,1-10-2007,
"CUIK3-07",645,"awg","ker","awg",12,271,6,"4",,False,,1-10-2007,
"CUIK3-07",645,"VST","SXX","SVU",1,147,4,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",646,"awh","KER","AWH",2,438,"3",,False,,1-10-2007,
"CUIK3-07",647,"awg","ker","awg",1,62,2,"4",,False,,1-10-2007,
"CUIK3-07",648,"ZF25","ZF25","ZF25",,,,"afgestoten",False,,4-12-2007,
"CUIK3-07",650,"ZAD","OPX","OPX",62,19,6,"1",,False,,2-10-2007,
"CUIK3-07",651,"awh","KER","AWH",4,12,2,"3",,False,,1-10-2007,
"CUIK3-07",651,"NS","SXX","SXX",1,17,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",652,"awh","KER","AWH",1,23,2,"3",,False,,1-10-2007,
"CUIK3-07",653,"awh","KER","AWH",2,10,"3",,False,,1-10-2007,
"CUIK3-07",653,"VST","SXX","SVU",1,7,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",654,"awh","KER","AWH",1,4,6,"3",,False,,1-10-2007,
"CUIK3-07",655,"awh","KER","AWH",1,1,6,"3",,False,,1-10-2007,
"CUIK3-07",656,"awh","KER","AWH",5,46,4,"3",,False,,1-10-2007,
"CUIK3-07",657,"awh","KER","AWH",1,11,6,"3",,False,,1-10-2007,
"CUIK3-07",658,"awh","KER","AWH",2,14,2,"3",,False,,1-10-2007,
"CUIK3-07",659,"awg","ker","awg",2,29,4,"4",,False,,1-10-2007,
"CUIK3-07",660,"awg","ker","awg",1,16,2,"4",,False,,1-10-2007,
"CUIK3-07",661,"awh","KER","AWH",3,16,8,"3",,False,,1-10-2007,
"CUIK3-07",662,"AWG","KER","AWG",1,6,"4",,False,,13-12-2007,
"CUIK3-07",662,"awh","KER","AWH",4,4,"3",,False,,1-10-2007,
"CUIK3-07",662,"VST","SXX","SVU",1,5,6,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",663,"awh","KER","AWH",2,6,4,"3",,False,,1-10-2007,
"CUIK3-07",663,"NS","SXX","SXX",1,18,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",664,"awh","KER","AWH",1,10,8,"3",,False,,1-10-2007,
"CUIK3-07",665,"awh","KER","AWH",5,19,8,"3",,False,,1-10-2007,
"CUIK3-07",665,"NS","SXX","SXX",1,1052,6,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",666,"awg","ker","awg",1,0,8,"4",,False,,1-10-2007,
"CUIK3-07",666,"awh","KER","AWH",4,19,2,"3",,False,,1-10-2007,
"CUIK3-07",667,"NS","SXX","SXX",1,1061,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",668,"awh","KER","AWH",3,31,4,"3",,False,,1-10-2007,
"CUIK3-07",668,"NS","SXX","SXX",2,14,5,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",669,"awh","KER","AWH",3,17,6,"3",,False,,1-10-2007,
"CUIK3-07",669,"VST","SXX","SVU",1,0,8,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",670,"awh","ker","awh",50,138,"3",,False,,1-10-2007,
"CUIK3-07",670,"NS","SXX","SXX",5,112,4,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",670,"VST","SXX","SVU",1,5,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",671,"awh","KER","AWH",2,61,"3",,False,,1-10-2007,
"CUIK3-07",672,"awh","KER","AWH",2,11,4,"3",,False,,1-10-2007,
"CUIK3-07",673,"awh","KER","AWH",25,117,"3",,False,,1-10-2007,
"CUIK3-07",673,"NS","SXX","SXX",3,88,7,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",673,"PIJP","KER","PIJP",1,4,"1",,False,,1-10-2007,
"CUIK3-07",673,"SLK","MXX","SLAK",1,16,"1",,False,,1-10-2007,
"CUIK3-07",674,"awh","KER","AWH",1,10,2,"3",,False,,1-10-2007,
"CUIK3-07",675,"awh","KER","AWH",11,54,4,"3",,False,,1-10-2007,
"CUIK3-07",675,"NS","SXX","SXX",2,57,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",675,"VST","SXX","SVU",1,278,4,"1",,False,"vuursteen",1-10-2007,
"CUIK3-07",676,"awh","KER","AWH",1,4,8,"3",,False,,1-10-2007,
"CUIK3-07",676,"NS","SXX","SXX",1,652,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",677,"awh","KER","AWH",4,15,8,"3",,False,,1-10-2007,
"CUIK3-07",678,"MET","MXX","MXX",2,8,8,,"afgestoten",False,,1-10-2007,
"CUIK3-07",679,"awh","KER","AWH",30,83,"3",,False,,1-10-2007,
"CUIK3-07",680,"awh","KER","AWH",15,38,4,"3",,False,,1-10-2007,
"CUIK3-07",680,"NS","SXX","SXX",1,31,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",680,"SLK","MXX","SLAK",1,5,41,"1",,False,,1-10-2007,
"CUIK3-07",681,"awh","KER","AWH",1,52,6,"3",,False,,1-10-2007,
"CUIK3-07",682,"awh","KER","AWH",1,5,4,"3",,False,,1-10-2007,
"CUIK3-07",683,"awh","KER","AWH",9,12,7,"3",,False,,1-10-2007,
"CUIK3-07",684,"awg","ker","awg",1,9,6,"4",,False,,2-10-2007,
"CUIK3-07",684,"awh","ker","AWH",11,44,2,"4",,False,,2-10-2007,
"CUIK3-07",684,"NS","SXX","SXX",1,47,8,"2",,False,"ARTEFACT",1-10-2007,
"CUIK3-07",685,"awg","ker","awg",2,11,4,"4",,False,,1-10-2007,
"CUIK3-07",686,"awh","KER","AWH",8,41,2,"3",,False,,1-10-2007,
"CUIK3-07",687,"awh","KER","AWH",2,9,"3",,False,,1-10-2007,
"CUIK3-07",687,"MET","MXX","MXX",1,119,6,,"afgestoten",False,,1-10-2007,
"CUIK3-07",687,"NS","SXX","SXX",1,14,8,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",688,"awh","KER","AWH",1,12,"3",,False,,1-10-2007,
"CUIK3-07",689,"NS","SXX","SXX",1,5,1,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",690,"awh","KER","AWH",1,3,4,"3",,False,,1-10-2007,
"CUIK3-07",691,"awh","KER","AWH",1,5,6,"3",,False,,1-10-2007,
"CUIK3-07",692,"awh","KER","AWH",1,5,2,"3",,False,,1-10-2007,
"CUIK3-07",693,"awh","KER","AWH",2,7,4,"3",,False,,1-10-2007,
"CUIK3-07",694,"awh","KER","AWH",2,6,"3",,False,,1-10-2007,
"CUIK3-07",695,"awh","KER","AWH",2,9,8,"3",,False,,1-10-2007,
"CUIK3-07",696,"awh","KER","AWH",3,11,"3",,False,,1-10-2007,
"CUIK3-07",696,"NS","SXX","SXX",1,5,2,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",697,"awh","KER","AWH",1,5,8,"3",,False,,1-10-2007,
"CUIK3-07",698,"awh","KER","AWH",2,14,8,"3",,False,,1-10-2007,
"CUIK3-07",699,"awh","KER","AWH",1,9,2,"3",,False,,1-10-2007,
"CUIK3-07",700,"awh","KER","AWH",3,12,8,"3",,False,,1-10-2007,
"CUIK3-07",701,"awh","KER","AWH",1,5,2,"3",,False,,1-10-2007,
"CUIK3-07",702,"awg","ker","awg",4,8,8,"4",,False,,2-10-2007,
"CUIK3-07",702,"awh","ker","AWH",11,32,2,"4",,False,,2-10-2007,
"CUIK3-07",703,"awh","KER","AWH",3,28,"3",,False,,1-10-2007,
"CUIK3-07",704,"awh","ker","awh",2,8,8,"3",,False,,1-10-2007,
"CUIK3-07",705,"awh","KER","AWH",3,37,2,"3",,False,,1-10-2007,
"CUIK3-07",706,"awh","KER","AWH",1,4,2,"3",,False,,1-10-2007,
"CUIK3-07",707,"awh","KER","AWH",1,1,2,"3",,False,,1-10-2007,
"CUIK3-07",708,"awh","KER","AWH",1,1,6,"3",,False,,1-10-2007,
"CUIK3-07",709,"NS","SXX","SXX",1,157,"2",,False,"ONBEWERKT",1-10-2007,
"CUIK3-07",710,"awg","ker","awg",1,29,8,"4",,False,,2-10-2007,
"CUIK3-07",710,"awh","ker","AWH",6,11,4,"4",,False,,2-10-2007,
"CUIK3-07",711,"awg","ker","awg",5,95,"4",,False,,1-10-2007,
"CUIK3-07",712,"awg","ker","awg",2,53,"4",,False,,1-10-2007,
"CUIK3-07",712,"awh","KER","AWH",2,4,6,"3",,False,,1-10-2007,
"CUIk3-07",712,"BW","KER","BOUWMAT",19,516,2,"6",,False,,1-10-2007,
